,Weight
ABSA,0.009657633386166691
ANGLO,0.05608228805812762
BIDVEST,0.12853778800283783
CAPITEC,0.08067127597204747
DISCOVERY,0.013021886859936696
FIRSTRAND,0.0
GOLDFIELDS,0.1124601590516115
MRPRICE,0.003256528710836419
MTN,0.009858162656710185
NASPERS,0.14248741768041254
NEDBANK,0.0
SANLAM,0.0
SASOL,0.006235048588489173
SHOPRITE,0.1624485703035012
STANDARDBANK,0.005880308394584138
VODACOM,0.2
WOOLWORTHS,0.0694029323347385
