Date,ABSA,ANGLO,BIDVEST,CAPITEC,DISCOVERY,FIRSTRAND,GOLDFIELDS,MRPRICE,MTN,NASPERS,NEDBANK,SANLAM,SASOL,SHOPRITE,STANDARDBANK,VODACOM,WOOLWORTHS
2015-01-02,-0.01166136171088881,-0.007598705758380765,-0.008493110852702502,-0.0014714656235652224,-0.018116570016885037,-0.010935862800013473,-0.0021053221249066594,-0.012460126987989442,-0.02011884081262172,0.009263159357856559,-0.018646666646036644,-0.009761685232832738,-2.3267086062994458e-05,0.0030267505618634576,-0.008539297044574835,-0.016644991053576565,-0.011085760252042661
2015-01-05,-0.03472800707466955,-0.05383299903843987,-0.046221356149193316,-0.04494189461646799,-0.02078115902944238,-0.04707192002135991,0.06202136763554361,-0.04444794023939871,-0.050420549346273866,-0.010736273498810102,-0.039433387965945185,-0.055920216900184186,-0.06217128442435976,-0.04205742770767207,-0.050457295482039,-0.03775546897172141,-0.038093707891629684
2015-01-06,0.02573809203684414,0.019996266343167656,0.016204486183177796,-0.0020353595472956693,0.03530043197892785,0.019917655497513103,0.08388551975961585,0.02099419471394932,0.02922986698706435,0.04910242802212681,0.04090550941414212,0.01589134759602889,-0.011222848657708154,0.0423536344872392,0.03871976277562707,0.014852656537506932,0.037568826890281785
2015-01-07,0.020651276748714243,-0.004998482450660237,0.013418370805236248,0.01859606015042044,-0.0008108387438239742,0.019730006439862263,0.005119102785529392,0.014233740372970512,-0.01809658708742889,0.03765118259786958,0.005744180414663325,0.0044943945473913845,0.007264283164701253,0.024519259382879983,0.022782596090335665,0.03227991955845907,0.016785285720280374
2015-01-08,0.02549649180698538,0.0023812387835690525,0.0026959135835631044,0.0,0.03316478219728173,0.013205428886067396,0.021832265713153883,0.025545211237494612,-0.0006711302885627066,0.0223068869405559,0.018752883954965868,0.0014935561776725252,-0.03866339198831952,0.03950074795729053,0.01490530088483664,0.007501548415976468,0.01916990569754685
2015-01-09,-0.027201226653579557,-0.015800251564487337,-0.025632800149131302,-0.0018503125966567067,-0.02848748271543495,-0.02658747712898433,-0.007116322528200881,-0.005994848564100615,-0.02098606555497703,-0.007065960704569863,-0.026255433018385725,-0.03122871929220315,0.004832015605469201,-0.044949405961234236,-0.021951754604783408,-0.028024425783747853,-0.018911767520080017
2015-01-12,-0.020518158962117256,-0.026124805368134482,-0.004706542776674955,-0.008567619810085175,-0.012915998500107656,-0.016049854440059033,0.0905624795131841,0.004425243537515605,-0.021235844333536646,-0.03818694637342838,-0.02624930994241693,-0.01614464802217598,-0.02124982020279635,0.000871553078894209,-0.00759012456766108,0.013044179769687254,-0.019802787939748396
2015-01-13,0.03721949910243779,0.01107272688566392,0.022331736139849987,0.014138098418050232,0.03834627082844388,0.029029006176215153,-0.0038621287782728375,0.043857095655505926,0.017703083718473216,0.03199583273548111,0.03744152896105954,0.022132244066484404,0.005746002480917954,0.014184550072583712,0.029541879172444406,0.024200978108656703,0.011252354986408175
2015-01-14,-0.019567504053425278,-0.09205173968387534,-0.030237545289845156,-0.028261516944563886,-0.005967129541720353,-0.02447606769766463,-0.053654038318604345,-0.020692007032250444,-0.02654740167914124,-0.031431635746656236,-0.02645153753101425,-0.021193531997828217,-0.050471675244863526,-0.009491493692111457,-0.04125018773121209,-0.013589704068941782,-0.015868066964737703
2015-01-15,0.002976091316183781,0.01665322913999689,0.023668768468529486,0.02150615737243093,0.012072406924228313,0.01006664531270591,0.03138054010639029,0.022721570552806578,0.05106622784918185,-0.013013038045832996,0.00468484975047561,0.0004687572105826719,0.01065264369796807,0.007428245216014168,-0.004794009138966617,0.008563641735028871,0.033791312202074264
2015-01-16,-0.005297161563796682,0.03166090657432466,-0.005169661097804221,-0.009160349143763619,0.014074700337106135,-0.01379033525438093,0.009391201292201935,-0.027128457996048922,-0.03847663470783326,-0.020694558339398574,-0.019378947186306023,-0.008789721477129192,0.039193397927055944,-0.011772915687157241,0.005792646255265024,-0.0023283862170919117,0.01961470832612857
2015-01-19,0.002376138913745939,0.005475463764297742,0.009768607843107634,0.012195542704588384,0.009387052387466885,-0.01062629736693926,0.009004974799247749,0.005816184825725688,0.017245629377052298,0.014004031703196805,0.009986867992845089,0.012066107615021216,0.03139715936135123,0.018634180318555016,0.0036301154485864906,0.005810755959095768,0.0
2015-01-20,-0.0024311208336902515,0.026734134096634353,0.008327105112934705,0.0029952620541599745,-0.021376871929800183,0.012490129580134672,0.002536594937027432,-0.0004556170853784734,-0.010737624607579592,0.00027810764340441795,0.015536350219258265,-0.00031135608447764476,-0.028768479688676706,-0.005886425467800829,0.008489680322624316,-0.007365852273466557,0.01504902609426481
2015-01-21,0.007496287872370007,-0.02258246211613942,0.02772524613927886,-0.0002720336638325645,0.00571072016475291,-0.01207138872497198,-0.027804646236895585,0.031774607146599305,0.002769694253545927,0.030838105386376827,0.001684231506633238,0.020205787693025314,0.012654181104765051,0.02003074723730138,0.005619870250991544,0.029067569210066094,0.04737256644402263
2015-01-22,0.02065260152879278,0.027632879246851868,-0.0049303353148893074,0.041728255695027555,-0.018724774178578506,0.015375673588721177,0.0004597120666345109,0.03192412882553984,0.0010361402405132895,0.0024541914182753077,0.01422148578964712,0.016807129563636537,0.02646457762888288,0.017872959468284825,0.01942476625792649,-0.012245109554810826,0.006571098729102577
2015-01-23,0.014578723395608862,-0.0405070079288694,0.01986723746460482,0.030824511070840856,0.004823895836544755,0.010868639841833873,-0.034752304667223934,0.0008941525477961346,0.006589042999285957,0.007908778307135059,0.0014149821594958926,0.020950046943555335,0.005632009819789966,-0.002431068332535491,-0.003785914637234205,0.02284720926627985,-0.010936559124774472
2015-01-26,0.01363729132289973,-0.004047656652918962,0.015130685443553548,0.028264545725520365,0.005148449082804874,0.014577849743883806,-0.043760071849075745,0.009973649096148568,0.022820114854182914,0.032809483935371656,0.004997663552834057,-0.0057508976710052935,0.03160443554920813,0.0204241151057992,0.017094447146736122,0.013373051536450973,0.0
2015-01-27,0.029829708036296282,0.002997813409749135,-0.001750936964264713,0.016851446955012516,0.00616072900160289,0.030290411057092348,0.07605888483912444,-0.005864195850173478,-0.006005839941894942,-0.010915967995733048,0.023167769200527634,0.025694784453613003,0.003053507079619134,-0.011611984450099245,0.017073797561188202,0.007426038542685675,0.0036591721958875627
2015-01-28,0.012559925962772934,0.020273836103013785,0.017752970050555945,0.02068628267344578,0.008613552235209676,0.022178271292146057,0.011601326013705516,0.034716606873199864,0.019423607702197226,0.0064810728507696735,0.011638119678136964,0.007466979427608979,-0.0009848584003782652,0.011936723834737008,0.020515894573608497,0.0006593615921366657,0.013108380584854343
2015-01-29,-0.010075741388812233,-0.006194303745631681,0.005215456981523032,0.0,-0.0026623932100479117,-0.020230208879874208,-0.02489379761711373,-0.005095538664423159,-0.014808015874748566,-0.003815018905273809,-0.015100939314262707,0.008547071340330097,-0.014156789299250672,0.01846749480729449,0.00032637038309742193,0.0021936602014077525,0.014544958151340477
2015-01-30,0.007113844025434403,0.014803024200545141,0.0062718415624233425,0.007863975017041705,-0.008549593650254357,0.013532239546294893,0.015286251213948995,-0.004593153715281662,-0.03118117352286062,0.004634158619887105,0.010937582831202376,-0.003837095522675966,0.026218594951366823,-0.016626786848494668,0.009226482112898006,-0.01857900885399807,-0.004134047104115835
2015-02-02,-0.04609145253016527,0.0004079697784818423,0.00027885864950185426,0.02141375542425885,-0.007224617728923094,-0.009259318833199689,0.025417415197926313,-0.02867131958956446,0.017221384473875452,0.009682920936465724,-0.006885829659101034,-0.006714772909538466,0.06611620463509246,-0.015698585334240244,-0.009552852495995325,-0.00387744690433073,-0.016241904703191958
2015-02-03,0.015359029038311546,0.03414105968562174,-0.016096442408745654,-0.029277730441300692,0.01319112787227273,0.017291215906817193,0.006848259216952226,0.011889901614479033,0.02231922175107275,-0.012024027300082497,0.02140103953899954,0.0020047970918841878,0.052887503433833284,0.002578967624464192,0.04612795151571937,0.0020898255163896793,0.00023404507337889825
2015-02-04,-0.029248312898014404,-0.024497768309167126,-0.010463345980919669,0.0010787261001718295,-0.004406726254155559,-0.02020248966333795,-0.005952251726929885,-0.019256449392193745,0.008431734182199046,-0.009216434121194005,-0.0016152140284393587,0.04051303581675319,-0.01151117823343772,-0.03054566851592486,-0.013053763213966068,-0.0017160859651820252,-0.03595175442737789
2015-02-05,-0.009277881448925685,0.008449740038043456,0.0007625887178004594,-0.009004618419083291,0.0134184341663341,0.002911273756520749,-0.018376777608028267,0.002773782979058677,0.007518948256657574,0.011905020914148504,-0.011964605408793601,0.002880854635887997,-0.040177139291990925,0.027032746691767324,-0.033335566754911686,0.0009702628751320522,0.011329424934025018
2015-02-06,0.03379742410826509,0.00986821662474095,0.009386501155931433,0.0,0.01954465198762441,0.005411627883011199,0.003338570299106522,0.0014423153684360174,-0.007518948256657556,-0.004981639049225109,0.0030337230046245476,-0.008115000819055973,0.03708077453563213,-0.013062784820557763,0.0074181191053196505,0.012602943297280587,-0.005167014195284238
